area_name,year,group_name,sub_group_name,cases_acquitted_or_discharged,cases_charge_sheets_were_not_laid_but_final_report_submitted,cases_chargesheeted,cases_compounded_or_withdrawn,cases_convicted,cases_declared_false_on_account_of_mistake_of_fact_or_of_law,cases_investigated_chargesheets_fr_submitted,cases_not_investigated_or_in_which_investigation_was_refused,cases_pending_investigation_at_year_end,cases_pending_investigation_from_previous_year,cases_pending_trial_at_year_end,cases_pending_trial_from_the_previous_year,cases_reported,cases_sent_for_trial,cases_trials_completed,cases_withdrawn_by_the_govt,cases_withdrawn_by_the_govt_during_investigation,total_cases_for_trial
Assam,2003,Sexual harassment,05. Sexual Harassment,15,4,4,0,2,1,8,0,15,18,24,37,6,4,17,0,0,41
Bihar,2003,Sexual harassment,05. Sexual Harassment,18,0,8,2,11,1,8,0,11,9,39,62,11,8,29,0,0,70
Chandigarh,2003,Sexual harassment,05. Sexual Harassment,4,0,3,0,4,1,3,0,2,2,26,31,4,3,8,0,0,34
Chhattisgarh,2003,Sexual harassment,05. Sexual Harassment,21,1,104,105,35,0,105,0,1,1,464,521,105,104,56,0,0,625
Dadra & Nagar Haveli,2003,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Daman & Diu,2003,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Delhi,2003,Sexual harassment,05. Sexual Harassment,19,7,109,0,53,0,116,0,45,56,344,307,105,109,72,0,0,416
Goa,2003,Sexual harassment,05. Sexual Harassment,4,0,5,1,1,0,5,0,4,2,19,20,7,5,5,0,0,25
Gujarat,2003,Sexual harassment,05. Sexual Harassment,45,7,79,4,8,2,86,0,7,3,631,609,92,79,53,0,0,688
Haryana,2003,Sexual harassment,05. Sexual Harassment,121,3,1309,0,1119,3,1312,0,0,13,665,596,1302,1309,1240,0,0,1905
Himachal Pradesh,2003,Sexual harassment,05. Sexual Harassment,10,0,17,1,1,1,17,0,3,3,81,76,18,17,11,0,0,93
Jammu & Kashmir,2003,Sexual harassment,05. Sexual Harassment,144,2,376,1,137,9,378,0,39,50,743,649,376,376,281,0,0,1025
Jharkhand,2003,Sexual harassment,05. Sexual Harassment,13,0,2,3,0,0,2,0,6,6,25,39,2,2,13,0,0,41
Karnataka,2003,Sexual harassment,05. Sexual Harassment,28,6,57,6,18,14,63,0,27,20,182,177,84,57,46,0,0,234
Kerala,2003,Sexual harassment,05. Sexual Harassment,39,3,61,12,11,3,64,0,8,7,222,223,68,61,50,0,0,284
Lakshadweep,2003,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Sexual harassment,05. Sexual Harassment,311,4,699,188,229,0,703,0,9,7,1510,1539,705,699,540,0,0,2238
Maharashtra,2003,Sexual harassment,05. Sexual Harassment,468,15,669,190,38,6,684,0,154,162,5780,5807,682,669,506,0,0,6476
Manipur,2003,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Sexual harassment,05. Sexual Harassment,0,1,0,0,0,0,1,0,13,13,3,3,1,0,0,0,0,3
Mizoram,2003,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Sexual harassment,05. Sexual Harassment,0,0,2,2,0,0,2,0,0,0,0,0,2,2,0,0,0,2
Odisha,2003,Sexual harassment,05. Sexual Harassment,192,1,212,0,36,3,213,0,15,43,649,665,188,212,228,0,0,877
Puducherry,2003,Sexual harassment,05. Sexual Harassment,8,1,25,2,6,0,26,0,2,1,35,26,27,25,14,0,0,51
Punjab,2003,Sexual harassment,05. Sexual Harassment,27,50,141,1,51,8,191,1,13,14,138,76,199,141,78,0,0,217
Rajasthan,2003,Sexual harassment,05. Sexual Harassment,8,2,24,8,13,7,26,0,0,0,140,145,33,24,21,0,0,169
Sikkim,2003,Sexual harassment,05. Sexual Harassment,3,0,0,2,0,0,0,0,0,0,0,5,0,0,3,0,0,5
Tamil Nadu,2003,Sexual harassment,05. Sexual Harassment,163,1,872,1,474,7,873,1,37,37,794,568,881,872,637,8,0,1432
Tripura,2003,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2003,Sexual harassment,05. Sexual Harassment,1039,1,4958,73,2321,4,4959,0,11,4,5581,4056,4970,4958,3360,0,0,9014
Uttarakhand,2003,Sexual harassment,05. Sexual Harassment,24,1,96,13,79,0,97,0,1,0,166,186,98,96,103,0,0,282
West Bengal,2003,Sexual harassment,05. Sexual Harassment,28,11,46,0,6,2,57,0,36,24,41,29,71,46,34,0,0,75
Andaman & Nicobar Islands,2004,Sexual harassment,05. Sexual Harassment,1,0,2,0,0,0,2,0,1,0,11,10,3,2,1,0,0,12
Andhra Pradesh,2004,Sexual harassment,05. Sexual Harassment,745,54,2043,276,739,112,2097,0,403,302,1885,1603,2310,2043,1484,1,0,3645
Arunachal Pradesh,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7
Assam,2004,Sexual harassment,05. Sexual Harassment,10,11,7,0,2,1,18,0,7,15,19,24,11,7,12,0,0,31
Bihar,2004,Sexual harassment,05. Sexual Harassment,9,1,13,3,3,0,14,0,10,11,37,39,13,13,12,0,0,52
Chandigarh,2004,Sexual harassment,05. Sexual Harassment,5,0,15,0,4,0,15,0,5,2,32,26,18,15,9,0,0,41
Chhattisgarh,2004,Sexual harassment,05. Sexual Harassment,147,1,129,38,80,0,130,0,2,1,328,464,131,129,227,0,0,593
Dadra & Nagar Haveli,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Daman & Diu,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Delhi,2004,Sexual harassment,05. Sexual Harassment,50,0,129,0,40,0,129,0,46,45,383,344,130,129,90,0,0,473
Goa,2004,Sexual harassment,05. Sexual Harassment,4,1,8,2,0,0,9,0,10,4,21,19,15,8,4,0,0,27
Gujarat,2004,Sexual harassment,05. Sexual Harassment,47,9,154,2,13,1,163,0,7,7,723,631,164,154,60,0,0,785
Haryana,2004,Sexual harassment,05. Sexual Harassment,192,0,829,0,833,4,829,0,17,0,469,665,850,829,1025,0,0,1494
Himachal Pradesh,2004,Sexual harassment,05. Sexual Harassment,9,1,14,13,1,2,15,0,2,3,72,81,16,14,10,0,0,95
Jammu & Kashmir,2004,Sexual harassment,05. Sexual Harassment,173,2,251,1,80,2,253,0,48,39,740,743,264,251,253,0,0,994
Jharkhand,2004,Sexual harassment,05. Sexual Harassment,13,0,2,3,0,0,2,0,7,6,11,25,3,2,13,0,0,27
Karnataka,2004,Sexual harassment,05. Sexual Harassment,51,8,62,4,70,3,70,0,11,27,119,182,57,62,121,0,0,244
Kerala,2004,Sexual harassment,05. Sexual Harassment,57,0,115,18,20,5,115,0,21,8,242,222,133,115,77,0,0,337
Lakshadweep,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Sexual harassment,05. Sexual Harassment,254,3,785,173,205,4,788,0,21,9,1663,1510,804,785,459,0,0,2295
Maharashtra,2004,Sexual harassment,05. Sexual Harassment,281,13,775,103,13,4,788,0,224,154,6158,5780,862,775,294,0,0,6555
Manipur,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,13,13,3,3,0,0,0,0,0,3
Mizoram,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Odisha,2004,Sexual harassment,05. Sexual Harassment,114,1,161,0,24,4,162,0,19,15,672,649,170,161,138,0,0,810
Puducherry,2004,Sexual harassment,05. Sexual Harassment,4,0,30,4,8,1,30,0,1,2,49,35,30,30,12,0,0,65
Punjab,2004,Sexual harassment,05. Sexual Harassment,25,8,32,1,61,1,40,1,9,13,83,138,38,32,86,0,0,170
Rajasthan,2004,Sexual harassment,05. Sexual Harassment,17,0,35,6,28,6,35,0,0,0,124,140,41,35,45,0,0,175
Sikkim,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Sexual harassment,05. Sexual Harassment,255,10,943,3,704,50,953,2,113,37,775,794,1081,943,959,0,0,1737
Tripura,2004,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Sexual harassment,05. Sexual Harassment,666,21,2644,52,1849,19,2665,0,9,11,5658,5581,2682,2644,2515,0,0,8225
Uttarakhand,2004,Sexual harassment,05. Sexual Harassment,3,0,109,0,48,1,109,0,1,1,224,166,110,109,51,0,0,275
West Bengal,2004,Sexual harassment,05. Sexual Harassment,21,8,42,0,3,0,50,0,50,36,59,41,64,42,24,0,0,83
Andaman & Nicobar Islands,2005,Sexual harassment,05. Sexual Harassment,1,0,1,0,0,0,1,0,1,1,11,11,1,1,1,0,0,12
Andhra Pradesh,2005,Sexual harassment,05. Sexual Harassment,994,46,2410,369,1030,97,2456,0,358,403,1902,1885,2508,2410,2024,0,0,4295
Arunachal Pradesh,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7
Assam,2005,Sexual harassment,05. Sexual Harassment,18,8,14,0,1,0,22,0,4,7,14,19,19,14,19,0,0,33
Bihar,2005,Sexual harassment,05. Sexual Harassment,14,1,12,0,1,0,13,0,10,10,34,37,13,12,15,0,0,49
Chandigarh,2005,Sexual harassment,05. Sexual Harassment,1,2,10,0,1,0,12,0,2,5,40,32,9,10,2,0,0,42
Chhattisgarh,2005,Sexual harassment,05. Sexual Harassment,75,5,128,10,40,0,133,0,1,2,331,328,132,128,115,0,0,456
Dadra & Nagar Haveli,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Daman & Diu,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Delhi,2005,Sexual harassment,05. Sexual Harassment,98,5,219,0,18,0,224,0,47,46,486,383,225,219,116,0,0,602
Goa,2005,Sexual harassment,05. Sexual Harassment,2,5,9,4,0,0,14,0,4,10,24,21,8,9,2,0,0,30
Gujarat,2005,Sexual harassment,05. Sexual Harassment,46,7,89,5,12,7,96,0,8,7,749,723,104,89,58,0,0,812
Haryana,2005,Sexual harassment,05. Sexual Harassment,80,2,587,0,343,8,589,0,17,17,633,469,597,587,423,0,0,1056
Himachal Pradesh,2005,Sexual harassment,05. Sexual Harassment,13,1,27,2,3,1,28,0,2,2,81,72,29,27,16,0,0,99
Jammu & Kashmir,2005,Sexual harassment,05. Sexual Harassment,175,3,343,0,74,5,346,0,68,48,834,740,371,343,249,0,0,1083
Jharkhand,2005,Sexual harassment,05. Sexual Harassment,11,7,24,13,7,1,31,0,11,7,4,11,36,24,18,0,0,35
Karnataka,2005,Sexual harassment,05. Sexual Harassment,56,1,39,5,3,2,40,0,40,11,94,119,71,39,59,0,0,158
Kerala,2005,Sexual harassment,05. Sexual Harassment,58,1,165,7,21,4,166,0,26,21,321,242,175,165,79,0,0,407
Lakshadweep,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Sexual harassment,05. Sexual Harassment,314,3,680,175,189,2,683,0,128,21,1662,1663,792,680,503,3,0,2340
Maharashtra,2005,Sexual harassment,05. Sexual Harassment,381,15,901,89,35,6,916,0,221,224,6554,6158,919,901,416,0,0,7059
Manipur,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,13,13,3,3,0,0,0,0,0,3
Mizoram,2005,Sexual harassment,05. Sexual Harassment,0,0,1,0,0,0,1,0,3,0,1,0,4,1,0,0,0,1
Nagaland,2005,Sexual harassment,05. Sexual Harassment,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Odisha,2005,Sexual harassment,05. Sexual Harassment,116,1,166,0,11,6,167,0,30,19,711,672,184,166,127,0,0,838
Puducherry,2005,Sexual harassment,05. Sexual Harassment,10,0,27,5,14,0,27,0,0,1,47,49,26,27,24,0,0,76
Punjab,2005,Sexual harassment,05. Sexual Harassment,16,9,18,0,6,7,27,0,18,9,79,83,43,18,22,0,0,101
Rajasthan,2005,Sexual harassment,05. Sexual Harassment,11,0,22,2,17,6,22,0,0,0,116,124,28,22,28,0,0,146
Sikkim,2005,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Sexual harassment,05. Sexual Harassment,396,2,749,4,419,10,751,1,16,113,705,775,665,749,815,0,0,1524
Tripura,2005,Sexual harassment,05. Sexual Harassment,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
Uttar Pradesh,2005,Sexual harassment,05. Sexual Harassment,630,3,2841,59,1834,6,2844,0,40,9,5976,5658,2881,2841,2464,0,0,8499
Uttarakhand,2005,Sexual harassment,05. Sexual Harassment,21,0,88,0,30,1,88,0,1,1,261,224,89,88,51,0,0,312
West Bengal,2005,Sexual harassment,05. Sexual Harassment,29,11,52,0,3,0,63,0,41,50,79,59,54,52,32,0,0,111
Andaman & Nicobar Islands,2006,Sexual harassment,05. Sexual Harassment,1,1,4,0,0,0,5,0,0,1,14,11,4,4,1,0,0,15
Andhra Pradesh,2006,Sexual harassment,05. Sexual Harassment,737,40,2090,435,655,129,2130,0,510,358,2165,1902,2411,2090,1392,0,0,3992
Arunachal Pradesh,2006,Sexual harassment,05. Sexual Harassment,2,0,1,0,0,0,1,0,1,0,6,7,2,1,2,0,0,8
Assam,2006,Sexual harassment,05. Sexual Harassment,8,2,8,0,1,0,10,0,4,4,13,14,10,8,9,0,0,22
Bihar,2006,Sexual harassment,05. Sexual Harassment,23,7,43,1,5,7,50,0,6,10,48,34,53,43,28,0,0,77
Chandigarh,2006,Sexual harassment,05. Sexual Harassment,1,0,12,0,3,1,12,0,2,2,48,40,13,12,4,0,0,52
Chhattisgarh,2006,Sexual harassment,05. Sexual Harassment,51,3,135,19,27,0,138,0,6,1,369,331,143,135,78,0,0,466
Dadra & Nagar Haveli,2006,Sexual harassment,05. Sexual Harassment,0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,2
Daman & Diu,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Delhi,2006,Sexual harassment,05. Sexual Harassment,113,8,114,0,19,0,122,0,69,47,468,486,144,114,132,0,0,600
Goa,2006,Sexual harassment,05. Sexual Harassment,5,2,4,2,0,0,6,0,5,4,21,24,7,4,5,0,0,28
Gujarat,2006,Sexual harassment,05. Sexual Harassment,47,9,118,3,15,2,127,0,17,8,802,749,138,118,62,0,0,867
Haryana,2006,Sexual harassment,05. Sexual Harassment,73,2,475,0,342,12,477,0,19,17,693,633,491,475,415,0,0,1108
Himachal Pradesh,2006,Sexual harassment,05. Sexual Harassment,18,4,26,1,5,2,30,0,1,2,83,81,31,26,23,0,0,107
Jammu & Kashmir,2006,Sexual harassment,05. Sexual Harassment,175,2,350,4,82,6,352,0,57,68,923,834,347,350,257,0,0,1184
Jharkhand,2006,Sexual harassment,05. Sexual Harassment,21,3,28,3,5,2,31,0,22,11,0,4,44,28,26,3,0,29
Karnataka,2006,Sexual harassment,05. Sexual Harassment,24,2,33,5,9,4,35,0,39,40,89,94,38,33,33,0,0,127
Kerala,2006,Sexual harassment,05. Sexual Harassment,79,6,178,8,16,14,184,0,50,26,396,321,222,178,95,0,0,499
Lakshadweep,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Sexual harassment,05. Sexual Harassment,288,7,759,208,259,0,766,0,124,128,1666,1662,762,759,547,0,0,2421
Maharashtra,2006,Sexual harassment,05. Sexual Harassment,365,22,914,95,41,11,936,0,258,221,6967,6554,984,914,406,0,0,7468
Manipur,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,13,13,3,3,0,0,0,0,0,3
Mizoram,2006,Sexual harassment,05. Sexual Harassment,0,1,2,0,3,0,3,0,0,3,0,1,0,2,3,0,0,3
Nagaland,2006,Sexual harassment,05. Sexual Harassment,0,0,1,0,1,0,1,0,1,0,0,0,2,1,1,0,0,1
Odisha,2006,Sexual harassment,05. Sexual Harassment,158,0,214,0,20,2,214,0,61,30,747,711,247,214,178,0,0,925
Puducherry,2006,Sexual harassment,05. Sexual Harassment,4,0,38,4,9,1,38,0,0,0,68,47,39,38,13,0,0,85
Punjab,2006,Sexual harassment,05. Sexual Harassment,61,5,43,0,19,5,48,0,25,18,42,79,60,43,80,0,0,122
Rajasthan,2006,Sexual harassment,05. Sexual Harassment,11,0,26,7,16,5,26,0,0,0,108,116,31,26,27,0,0,142
Sikkim,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Sexual harassment,05. Sexual Harassment,280,20,745,0,203,28,765,2,73,16,967,705,852,745,483,0,0,1450
Tripura,2006,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Sexual harassment,05. Sexual Harassment,662,12,2715,90,1716,6,2727,0,21,40,6223,5976,2714,2715,2378,0,0,8691
Uttarakhand,2006,Sexual harassment,05. Sexual Harassment,9,0,113,62,35,0,113,0,1,1,268,261,113,113,44,0,0,374
West Bengal,2006,Sexual harassment,05. Sexual Harassment,61,7,51,3,16,0,58,0,46,41,50,79,63,51,77,0,0,130
Andaman & Nicobar Islands,2007,Sexual harassment,05. Sexual Harassment,0,2,0,0,0,0,2,0,0,0,14,14,2,0,0,0,0,14
Andhra Pradesh,2007,Sexual harassment,05. Sexual Harassment,1141,108,2785,545,917,332,2893,0,601,510,2347,2165,3316,2785,2058,0,0,4950
Arunachal Pradesh,2007,Sexual harassment,05. Sexual Harassment,0,0,2,0,0,0,2,0,0,1,8,6,1,2,0,0,0,8
Assam,2007,Sexual harassment,05. Sexual Harassment,8,5,7,0,2,0,12,0,2,4,10,13,10,7,10,0,0,20
Bihar,2007,Sexual harassment,05. Sexual Harassment,10,0,11,0,2,0,11,0,7,6,47,48,12,11,12,0,0,59
Chandigarh,2007,Sexual harassment,05. Sexual Harassment,7,1,6,0,0,3,7,0,3,2,47,48,11,6,7,0,0,54
Chhattisgarh,2007,Sexual harassment,05. Sexual Harassment,40,5,106,23,26,2,111,0,4,6,386,369,111,106,66,0,0,475
Dadra & Nagar Haveli,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
Daman & Diu,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Delhi,2007,Sexual harassment,05. Sexual Harassment,127,6,123,0,44,1,129,0,106,69,420,468,167,123,171,0,0,591
Goa,2007,Sexual harassment,05. Sexual Harassment,5,2,6,0,1,0,8,0,4,5,21,21,7,6,6,0,0,27
Gujarat,2007,Sexual harassment,05. Sexual Harassment,45,15,96,5,11,5,111,1,20,17,837,802,120,96,56,0,0,898
Haryana,2007,Sexual harassment,05. Sexual Harassment,95,7,394,0,229,8,401,0,19,19,763,693,409,394,324,0,0,1087
Himachal Pradesh,2007,Sexual harassment,05. Sexual Harassment,5,1,9,2,1,7,10,0,17,1,84,83,33,9,6,0,0,92
Jammu & Kashmir,2007,Sexual harassment,05. Sexual Harassment,123,0,352,5,83,7,352,0,51,57,1064,923,353,352,206,0,0,1275
Jharkhand,2007,Sexual harassment,05. Sexual Harassment,8,2,14,0,0,3,16,0,18,22,6,0,15,14,8,0,0,14
Karnataka,2007,Sexual harassment,05. Sexual Harassment,48,0,32,3,10,1,32,0,34,39,60,89,28,32,58,0,0,121
Kerala,2007,Sexual harassment,05. Sexual Harassment,51,11,232,10,13,10,243,0,59,50,554,396,262,232,64,0,0,628
Lakshadweep,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Sexual harassment,05. Sexual Harassment,242,7,772,224,263,0,779,0,125,124,1709,1666,780,772,505,0,0,2438
Maharashtra,2007,Sexual harassment,05. Sexual Harassment,387,19,964,76,31,10,983,0,304,258,7437,6967,1039,964,418,0,0,7931
Manipur,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,14,13,3,3,1,0,0,0,0,3
Mizoram,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Sexual harassment,05. Sexual Harassment,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1
Odisha,2007,Sexual harassment,05. Sexual Harassment,65,4,218,0,14,4,222,0,76,61,886,747,241,218,79,0,0,965
Puducherry,2007,Sexual harassment,05. Sexual Harassment,4,0,31,8,13,1,31,0,0,0,74,68,32,31,17,0,0,99
Punjab,2007,Sexual harassment,05. Sexual Harassment,13,12,48,0,16,3,60,0,10,25,61,42,48,48,29,0,0,90
Rajasthan,2007,Sexual harassment,05. Sexual Harassment,7,0,19,2,14,7,19,0,2,0,101,108,28,19,21,3,0,124
Sikkim,2007,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Sexual harassment,05. Sexual Harassment,504,37,790,1,302,24,827,1,96,73,950,967,875,790,806,0,0,1757
Tripura,2007,Sexual harassment,05. Sexual Harassment,1,0,4,0,0,0,4,0,0,0,3,0,4,4,1,0,0,4
Uttar Pradesh,2007,Sexual harassment,05. Sexual Harassment,741,21,2864,184,1649,5,2885,0,13,21,6513,6223,2882,2864,2390,0,0,9087
Uttarakhand,2007,Sexual harassment,05. Sexual Harassment,7,0,58,15,50,1,58,0,5,1,254,268,63,58,57,0,0,326
West Bengal,2007,Sexual harassment,05. Sexual Harassment,44,10,64,4,17,0,74,0,71,46,49,50,99,64,61,0,0,114
Andaman & Nicobar Islands,2008,Sexual harassment,05. Sexual Harassment,0,0,2,0,0,0,2,0,1,0,16,14,3,2,0,0,0,16
Andhra Pradesh,2008,Sexual harassment,05. Sexual Harassment,1165,212,2945,518,569,252,3157,0,743,601,3040,2347,3551,2945,1734,0,0,5292
Arunachal Pradesh,2008,Sexual harassment,05. Sexual Harassment,0,0,1,0,0,0,1,0,0,0,9,8,1,1,0,0,0,9
Assam,2008,Sexual harassment,05. Sexual Harassment,2,0,2,0,0,0,2,0,2,2,10,10,2,2,2,0,0,12
Bihar,2008,Sexual harassment,05. Sexual Harassment,4,2,12,0,3,0,14,0,14,7,52,47,21,12,7,0,0,59
Chandigarh,2008,Sexual harassment,05. Sexual Harassment,1,0,5,0,6,0,5,0,0,3,45,47,2,5,7,0,0,52
Chhattisgarh,2008,Sexual harassment,05. Sexual Harassment,37,3,123,22,27,0,126,0,3,4,423,386,125,123,64,0,0,509
Dadra & Nagar Haveli,2008,Sexual harassment,05. Sexual Harassment,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2
Daman & Diu,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Delhi,2008,Sexual harassment,05. Sexual Harassment,29,11,131,0,57,0,142,0,94,106,465,420,130,131,86,0,0,551
Goa,2008,Sexual harassment,05. Sexual Harassment,3,2,8,1,0,0,10,0,6,4,25,21,12,8,3,0,0,29
Gujarat,2008,Sexual harassment,05. Sexual Harassment,63,8,120,4,5,3,128,0,11,20,885,837,122,120,68,0,0,957
Haryana,2008,Sexual harassment,05. Sexual Harassment,110,15,567,1,381,15,582,0,27,19,838,763,605,567,491,0,0,1330
Himachal Pradesh,2008,Sexual harassment,05. Sexual Harassment,11,8,36,2,5,1,44,0,13,17,102,84,41,36,16,0,0,120
Jammu & Kashmir,2008,Sexual harassment,05. Sexual Harassment,109,1,284,5,69,4,285,0,58,51,1165,1064,296,284,178,0,0,1348
Jharkhand,2008,Sexual harassment,05. Sexual Harassment,6,5,16,0,1,1,21,0,19,18,15,6,23,16,7,0,0,22
Karnataka,2008,Sexual harassment,05. Sexual Harassment,28,0,41,8,10,3,41,0,34,34,55,60,44,41,38,0,0,101
Kerala,2008,Sexual harassment,05. Sexual Harassment,100,11,244,18,35,9,255,0,53,59,645,554,258,244,135,0,0,798
Lakshadweep,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Sexual harassment,05. Sexual Harassment,357,7,739,188,290,2,746,0,135,125,1613,1709,758,739,647,0,0,2448
Maharashtra,2008,Sexual harassment,05. Sexual Harassment,552,21,998,115,70,8,1019,0,368,304,7698,7437,1091,998,622,0,0,8435
Manipur,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,18,14,3,3,4,0,0,0,0,3
Mizoram,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Sexual harassment,05. Sexual Harassment,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
Odisha,2008,Sexual harassment,05. Sexual Harassment,117,4,258,0,17,2,262,0,94,76,1010,886,282,258,134,0,0,1144
Puducherry,2008,Sexual harassment,05. Sexual Harassment,2,0,20,2,9,1,20,0,0,0,81,74,21,20,11,0,0,94
Punjab,2008,Sexual harassment,05. Sexual Harassment,17,4,29,0,18,0,33,0,26,10,55,61,49,29,35,0,0,90
Rajasthan,2008,Sexual harassment,05. Sexual Harassment,11,1,12,2,14,7,13,0,1,2,86,101,19,12,25,0,0,113
Sikkim,2008,Sexual harassment,05. Sexual Harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Sexual harassment,05. Sexual Harassment,465,27,856,0,317,37,883,0,150,96,1024,950,974,856,782,0,0,1806
Tripura,2008,Sexual harassment,05. Sexual Harassment,2,0,4,0,2,0,4,0,0,0,3,3,4,4,4,0,0,7
Uttar Pradesh,2008,Sexual harassment,05. Sexual Harassment,807,22,3318,162,2130,25,3340,0,22,13,6732,6513,3374,3318,2937,0,0,9831
Uttarakhand,2008,Sexual harassment,05. Sexual Harassment,1,1,289,1,72,3,290,0,18,5,469,254,306,289,73,0,0,543
West Bengal,2008,Sexual harassment,05. Sexual Harassment,41,5,70,5,20,0,75,0,90,71,53,49,94,70,61,0,0,119
